Star Rating,Review Title,Review Description
5.0 out of 5 stars,Super comfortable & great with Samsung Ultra,"I bought these mainly because they come without silicone tips, and they completely solved my purpose. The open-fit design feels much more comfortable compared to traditional in-ear earbuds.Even without silicone, the buds fit well in my ears and are comfortable for long listening sessions. Sound quality is decent for daily use, especially for calls and casual music.It also works really well with Samsung S26 Ultra, and the connectivity is smooth and seamless.Since there is no tight seal, noise cancellation is not very strong — but that’s expected with this type of design.Overall, if you are someone who doesn’t like silicone earbuds and prefers comfort, this is a good choice.👉 Suggestion: Do try it once in-store before buying, as fit may vary from person to person.Read more"
1.0 out of 5 stars,Not worth the money,It's not worth paying this for buds4 while there is a proper alternative like airpods 4 with better sound quality.. instead choose buds4 pro which has better ANC. Just be aware this is not returnable item.Read more
3.0 out of 5 stars,Battery Backup,Battery Backup is LowRead more
3.0 out of 5 stars,No head gestures control in this buds4,This buds does not have head gesture control.Read more
1.0 out of 5 stars,Very bad device,Not fitting to ear. Very bad deviceRead more
1.0 out of 5 stars,Waste of money,Totally Waste of moneyMics not working properlyWaste of moneyNot comfortableFitting not properSound quality goodConnectivity goodRead more
5.0 out of 5 stars,100% original and Made in Vietnam,"⭐️⭐️⭐️⭐️⭐️ Excellent Purchase – Premium Quality at a Great Price!I recently purchased the Samsung Buds 3 Pro from Amazon during a heavy discount offer, and I must say – it was absolutely worth it! These earbuds are 100% original and Made in Vietnam, which reassured me of their authenticity and build quality.Sound Quality: The audio is crisp, well-balanced, and immersive. The bass is strong but not overpowering, and the active noise cancellation works surprisingly well, even in noisy environments.Comfort & Fit: The design is sleek and fits perfectly in the ears without causing any discomfort, even during long listening sessions.Battery Life: Battery backup is impressive, easily lasting a full day with a mix of calls, music, and ANC use. The fast charging feature is also a big plus.Features: The touch controls are responsive, and the seamless connectivity with my Samsung phone is smooth and quick. Love the added Galaxy ecosystem benefits.Overall, I’m extremely happy with this purchase. If you're getting it on a discount, it's a steal! Highly recommended for anyone looking for premium wireless earbuds with excellent performance.Read more"
5.0 out of 5 stars,Lovely product.,"What a lovely product. Just love the design, Sound & Buds glow is just wow! Adaptive sound recognition is very good.Looks & feel very premium. Got a transparent cover as the top in itself is a transparent one.Got it at 11,500 in Sale. Very much worth the price..a must have.Read more"
4.0 out of 5 stars,Calling experience  sounf performance,Excellent quality 👌  sound quality premium  bass is Excellent and mic work in a such proper manner  best calling experienceRead more
1.0 out of 5 stars,Charging Issue,"Extremely Disappointed with Samsung Galaxy Buds 3 Pro – Charging IssueI purchased the Samsung Galaxy Buds 3 Pro from Amazon.in on 4 August 2025, and within a short time, they have started showing serious charging problems. One side often refuses to charge, and even when both charge, the battery drains unusually fast.For such a premium product, this is completely unacceptable. I trusted Samsung and even use their phone, watch, and tablet, but these buds have been a big disappointment. Instead of enjoying music and calls, I am constantly struggling with charging issues.Samsung really needs to fix the quality of these buds. Right now, I would not recommend anyone to waste their money on the Galaxy Buds 3 Pro.Read more"
5.0 out of 5 stars,Genuine product excellent sound and tech,"Omg was worried about genuinity seeing the pricing, got buds 3 pro for 9.5k Never u can imagine that. Buds 3 pro rocks with its features. Superb build quality. Best sound quality. Swipe, pinch, touch sensor, light option. Voice command is a gem, amazing response u dont have to do anything just tell volume up or down, stop or play music fast reponse. Thank seller for the amazing deal. Thanx samsung for the product.Read more"
5.0 out of 5 stars,Best product,Amazing product 100% originalRead more
5.0 out of 5 stars,Good buy,"I really like these buds overall, but I wouldn’t recommend them for iPhone users just yet. In ambient mode, there’s occasionally a sharp screeching noise, which I hope Samsung fixes in a future update. The noise cancellation is solid—better than some, though not quite the best compared to leading competitors. What really sets them apart is the sheer number of features and function packed in; there’s a lot here to explore and enjoy.If you manage to grab them during a deal, they’re definitely worth the money.Cons:• No multipoint connection for non-Samsung phones or PCs.• Missing Qi2 wireless charging support.Read more"
